Id,category,text
552,dessert,"""RecipeName"": ""Raspberry Sundae Cake"",
""Ingredients"": [
""Easy Raspberry Sauce"",
""package Betty Crocker™ Super Moist™ creamy swirls of fudge chocolate cake mix"",
""cup water"",
""cup butter or margarine, softened"",
""eggs"",
""Ice cream""
],
""PrepMethods"": [
""Make Easy Raspberry Sauce; set aside. "",
""Preheat oven to 350°F (metal or glass pan). Grease (or use cooking spray) bottom of 8- or 9-inch square pan. Beat cake mix, water, butter and eggs in large bowl on low speed 1 minute, scraping bowl, or stir 2 minutes by hand. (Do not overbeat; batter may be slightly lumpy.) Spread in pan. "",
""See directions on Fudge pouch. Squeeze fudge onto batter in 4 lines, using all the fudge. Place tip of knife on bottom of pan, and draw across all lines of fudge in 7 or 8 back-and-forth motions as shown on package. "",
""Bake 8-inch pan 30 to 35 minutes, 9-inch pan 25 to 30 minutes or until toothpick inserted in center of cake comes out clean. (Decrease bake time by 2 to 3 minutes if using dark, nonstick or glass pan.)  Cool at least 10 minutes before serving."",
""Serve cake warm or cool with ice cream and sauce.""
]
"
553,dessert,"""RecipeName"": ""Raspberry Upside-Down Cake"",
""Ingredients"": [
""cup butter or margarine"",
""cup sugar"",
""cups fresh raspberries"",
""tablespoons sliced almonds"",
""cups Original Bisquick™ mix"",
""cup sugar"",
""cup milk or water"",
""tablespoons vegetable oil"",
""teaspoon vanilla"",
""teaspoon almond extract"",
""egg"",
""Sweetened whipped cream or ice cream, if desired""
],
""PrepMethods"": [
""Heat oven to 350°F. In 9-inch round or 8-inch square pan, melt butter in oven. Sprinkle 1/4 cup sugar evenly over melted butter. Arrange raspberries with open ends up over sugar mixture; sprinkle with almonds."",
""In medium bowl, beat remaining ingredients except whipped cream with electric mixer on low speed 30 seconds, scraping bowl constantly. Beat on medium speed 4 minutes, scraping bowl occasionally. Pour batter over raspberries and almonds."",
""Bake 35 to 40 minutes or until toothpick inserted in center comes out clean. Immediately place heatproof serving plate upside down over pan; turn plate and pan over. Leave pan over cake a few minutes so sugar mixture can drizzle over cake; remove pan. Cool at least 10 minutes before serving. Serve warm with whipped cream. Store cake loosely covered.""
]
"
554,beverage,"""RecipeName"": ""Raspberry-Apricot Sangria"",
""Ingredients"": [
""package (10 ounces) frozen sweetened raspberries, thawed"",
""cups apricot nectar"",
""bottle (750 ml) white wine or non-alcoholic white wine, chilled"",
""cup apricot brandy, if desired"",
""cans (12 ounces each) lemon-lime carbonated beverage, chilled"",
""pint (1 cup) fresh raspberries"",
""Lemon and/or orange slices, if desired""
],
""PrepMethods"": [
""Place thawed raspberries in blender. Cover and blend on high speed until pureed. Press blended raspberries through a strainer into small bowl, using wooden spoon; discard seeds."",
""Mix raspberry puree, nectar, wine and brandy in 2-quart nonmetal pitcher or container. Just before serving, add carbonated beverage, fresh raspberries and lemon slices. Serve over ice.""
]
"
555,dessert,"""RecipeName"": ""Raspberry-Laced Vanilla Cake"",
""Ingredients"": [
""cups Gold Medal™ all-purpose flour"",
""teaspoons baking powder"",
""teaspoon salt"",
""teaspoon baking soda"",
""cups butter or margarine, softened"",
""cups granulated sugar"",
""cup milk"",
""teaspoons vanilla"",
""eggs"",
""cup seedless raspberry jam"",
""cup butter or margarine, softened"",
""cups powdered sugar"",
""cup raspberry-flavored liqueur or raspberry syrup for pancakes"",
""teaspoon vanilla"",
""Chocolate leaves, if desired""
],
""PrepMethods"": [
""Heat oven to 350°F. Grease bottoms and sides of 3 (9-inch) round cake pans with shortening; lightly flour. In small bowl, mix flour, baking powder, salt and baking soda; set aside."",
""In large bowl, beat 1 1/2 cups butter and the granulated sugar with electric mixer on high speed, scraping bowl occasionally, until fluffy. On medium speed, beat in flour mixture, milk, 1 1/2 teaspoons vanilla and the eggs until blended. Beat 2 minutes longer. Pour evenly into pans."",
""Bake 25 to 30 minutes or until toothpick inserted in center comes out clean. Cool 10 minutes; remove from pans to cooling racks. Cool completely, about 1 hour."",
""In medium bowl, beat 1 cup butter and the powdered sugar on medium speed until smooth. Gradually beat in liqueur and 1/2 teaspoon vanilla until smooth and spreadable."",
""Cut each cake horizontally to make 2 layers. (Mark side of cake with toothpicks and cut with long, thin serrated knife.) Place 1 layer, cut side up, on serving plate; spread with 1/3 cup raspberry jam to within 1/4 inch of edge. Top with another layer, cut side down; spread with 1/3 cup frosting. Repeat with remaining layers."",
""Frost side and top of cake with remaining frosting. Pipe frosting on top of cake if desired. Garnish with chocolate leaves. Store loosely covered.""
]
"
556,appetizer,"""RecipeName"": ""Ratatouille Appetizer Pizza"",
""Ingredients"": [
""small zucchini"",
""small yellow summer squash"",
""tablespoons purchased eggplant meze or eggplant caponata"",
""pita folds or breads (6 inches in diameter)"",
""slices red onion, separated into rings"",
""cup crumbled feta cheese"",
""teaspoons chopped fresh oregano leaves or 1/2 teaspoon dried oregano leaves"",
""Coarse ground pepper, if desired""
],
""PrepMethods"": [
""Heat oven to 375°F. Cut zucchini and yellow squash lengthwise into 4 strips; cut strips into 1/4-inch slices."",
""Spread 2 tablespoons of the eggplant meze evenly over pita folds; place on cookie sheet. Top each with one-third of the zucchini, squash, onion, cheese and oregano. "",
""Bake about 12 minutes or until heated through and cheese browns slightly. To serve, cut each pita fold into 6 wedges. Sprinkle with pepper.""
]
"
557,dessert,"""RecipeName"": ""Red Bananas with Cardamom (Elaichi Kéla)"",
""Ingredients"": [
""small red bananas"",
""cup unsalted butter"",
""cup jaggery, chopped or 1/2 cup packed brown sugar"",
""tablespoons lime juice, (1 medium lime)"",
""teaspoon cardamom seeds, (removed from the pods), ground"",
""quart vanilla ice cream""
],
""PrepMethods"": [
""Peel bananas and cut lengthwise in half; set aside."",
""Melt butter in 12-inch skillet over medium heat. Cook jaggery in butter, stirring gently, until dissolved."",
""Stir in bananas, lime juice and ground cardamom; reduce heat. Cover and simmer 3 to 5 minutes, stirring occasionally, until bananas are tender."",
""Scoop ice cream into 4 bowls. Spoon bananas with sauce over ice cream.""
]
"
558,appetizer,"""RecipeName"": ""Red Onion Salsa"",
""Ingredients"": [
""medium red onions, finely chopped (about 1 1/2 cups)"",
""medium tomato, finely chopped (about 3/4 cup)"",
""cup chopped green onions (2 to 3 medium)"",
""cup lemon juice"",
""tablespoons chopped fresh cilantro"",
""tablespoons balsamic vinegar"",
""tablespoon olive or vegetable oil"",
""teaspoon reduced-sodium soy sauce"",
""teaspoon ground red pepper (cayenne)"",
""cloves garlic, finely chopped""
],
""PrepMethods"": [
""""""
Mix all ingredients in glass or plastic bowl. Cover and refrigerate at least 2 hours.
""""""
]
"
559,dessert,"""RecipeName"": ""Red, White and Blue Cookies"",
""Ingredients"": [
""cup granulated sugar"",
""cup butter or margarine, softened"",
""teaspoon almond extract"",
""egg"",
""cups Gold Medal™ all-purpose flour"",
""tablespoons red colored sugars"",
""tablespoons blue colored sugars""
],
""PrepMethods"": [
""Beat granulated sugar, butter, almond extract and egg in large bowl with electric mixer on medium speed 2 minutes. Stir in flour."",
""Divide dough in half; cover half and set aside. Place remaining half on waxed paper or plastic wrap; press into 8-inch square. Sprinkle with 1 tablespoon each of the red sugar and blue sugar. Using waxed paper to lift, roll up dough. Repeat with remaining dough and colored sugars. Wrap rolls in plastic wrap and refrigerate about 1 hour or until firm."",
""Heat oven to 375°F. Cut rolls into 1/4-inch slices. Place about 2 inches apart on ungreased cookie sheet."",
""Bake 6 to 8 minutes or until edges begin to brown. Cool 1 minute; remove from cookie sheet to wire rack.""
]
"
560,snack,"""RecipeName"": ""Reindeer Feed Chex™ Party Mix"",
""Ingredients"": [
""cups Honey Nut Chex™ cereal"",
""cups Chocolate Chex™ cereal"",
""cups peanut butter-filled pretzels"",
""cup salted roasted peanuts"",
""cup holiday-colored candy-coated chocolate candies""
],
""PrepMethods"": [
""In large serving bowl, mix all ingredients.""
]
"
561,snack,"""RecipeName"": ""Reindeer Snack"",
""Ingredients"": [
""cups popped popcorn"",
""cups Bugles® nacho cheese flavor corn snacks"",
""cups pretzel sticks"",
""cup Cheerios™ cereal"",
""cup butter or margarine, melted"",
""teaspoon chili powder"",
""garlic clove, very finely chopped, or 1/4 teaspoon garlic powder""
],
""PrepMethods"": [
""Heat oven to 300°F. "",
""In large bowl, mix popcorn, snacks, pretzels and cereal. In small bowl, mix remaining ingredients. Drizzle over popcorn mixture, tossing until evenly coated. Spread in ungreased 15x10X1-inch pan."",
""Bake uncovered 15 minutes, stirring twice; cool. Store loosely covered at room temperature up to 2 weeks.""
]
"
562,appetizer,"""RecipeName"": ""Relish Deviled Eggs"",
""Ingredients"": [
""hard-cooked eggs"",
""tablespoons mayonnaise or salad dressing"",
""tablespoons mustard hot dog relish"",
""teaspoon salt"",
""teaspoon pepper"",
""olives, sliced, if desired"",
""cherry tomatoes, cut in half, if desired""
],
""PrepMethods"": [
""Peel eggs; cut lengthwise in half. Carefully remove yolks; place in small bowl. Reserve egg whites. Mix yolks, mayonnaise, relish, salt and pepper."",
""Carefully spoon yolk mixture into egg white halves. Cover and refrigerate at least 2 hours but no longer than 24 hours. Just before serving, top each with olive or tomato. Serve immediately.""
]
"
563,dessert,"""RecipeName"": ""Rhubarb Cheesecake Bars"",
""Ingredients"": [
""cups Gold Medal™ all-purpose flour"",
""cups quick-cooking or old-fashioned oats"",
""cup packed brown sugar"",
""cup butter or margarine, softened"",
""teaspoon salt"",
""teaspoon baking soda"",
""packages (8 ounces each) cream cheese, softened"",
""eggs"",
""cup granulated sugar"",
""teaspoon vanilla"",
""cups chopped fresh rhubarb""
],
""PrepMethods"": [
""Heat oven to 350°. Grease bottom and sides of jelly roll pan, 15 1/2x10 1/2x1 inch, with shortening, or spray with cooking spray. Beat flour, oats, brown sugar, butter, salt and baking soda in large bowl with electric mixer on medium speed until crumbly, or mix with spoon. Press about 4 cups of the mixture in pan."",
""Beat remaining ingredients except rhubarb in large bowl with electric mixer on medium speed until blended. Stir in rhubarb. Spread over crust. Sprinkle with remaining crumb mixture; press lightly."",
""Bake 40 to 50 minutes or until center is set; cool 30 minutes. Cover and refrigerate at least 3 hours but no longer than 48 hours. For bars, cut into 10 rows by 6 rows. Store covered in refrigerator.""
]
"
564,beverage,"""RecipeName"": ""Rich and Creamy Eggnog"",
""Ingredients"": [
""cups milk"",
""(3.4-oz.) pkg. vanilla instant pudding and pie filling mix"",
""(8-oz.) carton (1 cup) refrigerated or frozen fat-free egg product, thawed"",
""teaspoon vanilla"",
""teaspoon rum extract or 1/4 cup light rum"",
""teaspoon salt"",
""teaspoon nutmeg"",
""Whipped cream, if desired"",
""Nutmeg, if desired""
],
""PrepMethods"": [
""In large bowl, combine 2 cups of the milk and pudding mix; beat 1 minute or until smooth. Add remaining 2 cups milk, egg product, vanilla, rum extract, salt and 1/4 teaspoon nutmeg; beat well. Cover; refrigerate until serving time. Serve topped with whipped cream and a sprinkle of nutmeg.""
]
"
565,condiment,"""RecipeName"": ""Ridiculously Easy Herb Compound Butter"",
""Ingredients"": [
""cup unsalted butter, softened"",
""cloves garlic, finely chopped"",
""tablespoon finely chopped fresh oregano leaves"",
""tablespoon finely chopped fresh chives"",
""tablespoon finely chopped fresh rosemary leaves"",
""Salt and pepper to taste""
],
""PrepMethods"": [
""In medium bowl, mix all ingredients."",
""Spoon mixture onto piece of cooking parchment paper. Roll to create log shape. Twist ends of paper to seal."",
""""""Refrigerate log until firm, about 3 hours. Slice into ""coins"" to serve.""""""
]
"
566,snack,"""RecipeName"": ""Roast Beef Sandwich Slices"",
""Ingredients"": [
""box Pillsbury™ refrigerated pie crusts, softened as directed on box"",
""oz thinly sliced cooked roast beef (from deli), diced"",
""small plum (Roma) tomato, chopped"",
""thin slices red onion"",
""cup shredded pepper Jack cheese (3 oz)""
],
""PrepMethods"": [
""Heat oven to 450°F. Remove crust from pouch; place on ungreased large cookie sheet. Place roast beef, tomato, onion and cheese lengthwise down center 1/3 of crust to within 1 inch of top and bottom edge."",
""Brush edge of crust with water. Fold top and bottom edges over filling; fold in sides, overlapping in center and sealing edges. Cut 3 or 4 slits in top crust to allow steam to escape."",
""Bake 17 to 20 minutes or until golden brown. Cool 5 minutes. Cut crosswise into 8 slices. Serve warm.""
]
"
567,condiment,"""RecipeName"": ""Roasted Beet Salsa"",
""Ingredients"": [
""Reynolds® Oven Bag, Large Size"",
""tablespoon flour"",
""tablespoon olive oil"",
""medium to large fresh beets"",
""cup julienne or match stick carrots"",
""tablespoons olive oil"",
""tablespoons red wine vinegar"",
""tablespoons, chopped cilantro"",
""green onions, sliced"",
""garlic clove, minced"",
""teaspoons sugar"",
""teaspoon salt"",
""teaspoon pepper""
],
""PrepMethods"": [
""Preheat oven to 400°F. Place Reynolds® Oven Bag in 13x9x2-inch pan. Spray inside of bag with cooking spray. Add flour and olive to oven bag; gently squeeze bag to mix ingredients."",
""Remove beet greens, leaving 2-inch stems and skin on beets. Wash beets; place in oven bag."",
""Close bag with nylon tie. Cut six 1/2-inch slits in bag near tie. Tuck ends of bag in pan."",
""Bake 45 to 55 minutes or until beets are tender when pierced with a fork. Let stand 10 minutes. Carefully cut bag open and let beets cool slightly. When cool enough to handle, remove skin from beets."",
""Cut beets into 1/2 -inch cubes; place in small bowl. Stir in remaining ingredients. Refrigerate at least 1 hour.""
]
"
568,condiment,"""RecipeName"": ""Roasted Garlic"",
""Ingredients"": [
""garlic bulbs"",
""teaspoons olive or vegetable oil"",
""Salt and pepper to taste"",
""Sliced French bread, if desired""
],
""PrepMethods"": [
""Heat oven to 350°F. "",
""Carefully peel paperlike skin from around each bulb of garlic, leaving just enough to hold garlic cloves together. Cut 1/4 to 1/2 inch from top of each bulb to expose cloves. Place cut side up on 12-inch square of aluminum foil."",
""Drizzle each bulb with 2 teaspoons oil. Sprinkle with salt and pepper. Wrap securely in foil. Place in pie plate or shallow baking pan."",
""Bake 45 to 50 minutes or until garlic is tender when pierced with toothpick or fork. Cool slightly. To serve, gently squeeze soft garlic out of cloves. Spread on bread.""
]
"
